id,title,release_date,developer,genres,price,reviews,percent_positive
13326,Wonhon: A Vengeful Spirit,2021-07-15,Busan Sanai Games,"Stealth,",29.7,21,1.0
13327,Zombie Training Simulator,2016-04-15,"Acceleroto, Inc.",Action,35.03,406,0.84
13328,Cyndy,2019-01-31,DreamBig Games,Simulation;Early Access,18.54,103,0.91
13333,Last Dream,2014-03-13,White Giant RPG Studios,Indie;RPG,22.88,34,0.97
13334,Koi,2019-02-22,Dotoyou Games,Adventure;Casual;Indie,2.6,230,0.89
13335,Impulsion,2018-07-19,Driving Force Games,Action;Indie,25.98,58,0.93
13336,Weyrwood,2018-11-29,Choice of Games,Adventure;Indie;RPG,12.34,94,0.86
13337,Fated Kingdom,2018-05-28,GameLiberty,Indie;RPG;Simulation;Early Access,21.64,25,0.88
13338,Wildlife Park,2015-04-01,b-alive gmbh,Casual;Indie;Simulation;Strategy,19.78,14,0.92
13339,SturmFront - The Mutant War: Übel Edition,2017-08-11,Andrade Games,Sexual Content;Nudity;Violent;Gore;Action;Indie,12.34,33,0.87
13340,Cuban Missile Crisis,2015-03-25,G5 Software,Strategy,16.06,88,0.53
13341,Pixel Puzzles 2: Space,2016-02-19,DL Softworks,Casual;Indie;Simulation;Strategy,12.34,10,0.7
13342,Fragments of Him,2016-05-03,Sassybot,Casual;Indie,22.88,68,0.76
13344,Need For Drink,2017-11-03,Room710Games,Action;Adventure;Casual;Simulation,5.27,57,0.85
13347,Draw With Unknown,2019-04-18,RewindApp,Casual;Indie,2.6,56,0.92
13348,Roads of Rome,2015-10-16,Whiterra,Adventure;Casual;Simulation;Strategy,14.2,200,0.98
13349,Penguins Arena: Sedna's World,2008-12-18,Frogames,Action;Casual;Indie,18.54,90,0.85
13350,Art of War: Red Tides,2016-12-22,Game Science,Violent;Free to Play;Indie;Strategy;Early Access,0.0,185,0.77
13351,El Tango de la Muerte,2018-04-24,Hernán Smicht;YIRA::,Action;Indie,16.06,629,0.44
13353,Doug and Lily,2017-03-01,the_dobrokot,Action;Adventure;Indie,10.23,426,0.94
13355,The Slaughter: Act One,2016-01-28,Brainchild,Adventure;Indie,19.78,132,0.84
13356,Galaxy Champions TV,2018-09-06,aQuadiun,Action;Indie,16.06,60,0.81
13357,Divide By Sheep,2015-07-02,Victor Solodilov;Denis Novikov,Adventure;Casual;Indie,16.06,42,0.8
13358,Venture Kid,2018-05-03,Snikkabo AS,Action;Indie,21.64,306,0.45
13359,UFO: Aftermath,2014-04-23,Altar Interactive,Strategy,14.2,40,0.9
13360,Time Recoil,2017-08-10,10tons Ltd,Action;Adventure;Indie;Sports,28.46,51,0.66
13363,Sun Blast: Star Fighter,2015-04-02,OBLONE Software,Action;Adventure;Indie,3.41,50,0.88
13364,Uprising: Join or Die,2016-05-19,Cyclone Studios,Action;Strategy,19.78,131,0.98
13365,NASCAR Heat 2,2017-09-12,Monster Games,"Racing,",25.98,93,0.88
13366,Luxor Evolved,2012-03-01,MumboJumbo,Action;Indie;Casual,22.88,12,0.91
13368,Evergarden,2018-08-16,Flippfly LLC,Adventure;Indie,21.64,54,0.85
13369,F.E.A.R.,2010-05-21,"Monolith Productions, Inc.;Timegate",Action,66.9,74,0.86
13370,Gas Guzzlers: Combat Carnage,2017-03-09,Gamepires,Action;Racing,16.06,58,0.65
13371,Reaching for Petals,2017-09-04,Blue Entropy Studios,Adventure;Casual;Indie,12.34,131,0.65
13374,VoiceActress,2017-11-28,Dieselmine,Sexual Content;Nudity;Casual;Indie;RPG,6.82,458,0.71
13375,Community College Hero: Trial by Fire,2015-12-04,Hosted Games,Indie;RPG,10.23,204,0.85
13377,JumpJet Rex,2015-04-21,TreeFortress Games,Action;Adventure;Indie;Racing,22.88,6666,0.78
13379,9th Dawn II,2016-10-17,Valorware,Action;Adventure;Indie;RPG,13.58,37,0.91
13380,Press F to pay respects,2019-02-28,Easy game,Action;Casual;Indie,2.6,17,0.88
13382,Jewel Match Solitaire Winterscapes,2018-12-21,Suricate Software,Casual;Indie,21.64,177,0.88
13388,Let`s not stay friends,2017-11-28,Violet Feature,Sexual Content;Casual;Indie,13.58,261,0.8
13391,Grab the Bottle,2017-05-22,Kamina Dimension,Casual;Indie,7.75,68,0.8
13396,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,2011-11-23,"Dejobaan Games, LLC;Owlchemy Labs",Action;Indie;Sports,22.88,523,0.81
13397,Reverse Crawl,2015-09-24,Nerdook Productions,Indie;RPG;Strategy,13.58,346,0.89
13399,Pixel Puzzles Mosaics,2017-06-09,DL Softworks,Casual;Indie;Simulation;Sports;Strategy,12.34,43,0.88
13400,Starward Rogue,2016-01-20,"Arcen Games, LLC",Action;Indie,24.74,268,0.91
13403,GARAGE: Bad Trip,2018-07-06,Zombie Dynamics,Violent;Gore;Action;Indie,28.46,176,0.81
13404,Mu Complex,2015-10-23,studiocime,Adventure;Indie,22.26,71,0.91
13405,Hyperspace Dogfights,2018-05-14,Sleeper Games,Action;Indie,12.34,176,0.96
13408,Big Thinkers Kindergarten,2015-08-18,Humongous Entertainment,Casual,19.78,436,0.89
13409,Darkarta: A Broken Heart's Quest Collector's Edition,2017-03-08,Tuttifrutti Interactive,Adventure;Casual;Indie,21.64,11,0.81
13412,Hospital Tycoon,2009-02-13,Deep Red Limited,Simulation,16.06,25,0.92
13414,Bombslinger,2018-04-11,Mode4,Action;Adventure;Indie,25.36,73,0.82
13415,Indecision.,2018-02-08,Bilge Kaan,Adventure;Indie,12.34,374,0.86
13417,Northern Tale 4,2017-11-16,Realore,Adventure;Casual;Simulation;Strategy,12.34,564,0.68
13420,Feudal Alloy,2019-01-17,Attu Games,Action;Adventure;Indie;RPG,30.32,28,0.85
13421,Community College Hero: Knowledge is Power,2018-05-17,Hosted Games,Adventure;Indie;RPG,12.34,72,0.87
13422,School of Talent: SUZU-ROUTE,2017-02-23,MyDearest,Adventure;Casual;Indie,22.26,46,0.76
13424,Neighborhorde,2017-06-05,Fermenter Games,Action;Indie,12.34,95,0.8
13425,PUSH,2017-10-18,Maciej Targoni;Michal Pawlowski,Casual;Indie,3.6,135,0.68
13426,Dungeon Nightmares II : The Memory,2015-09-14,K Monkey,Action;Adventure;Indie,12.34,16,0.87
13428,Disney Alice in Wonderland,2014-10-06,Etranges Libellules Studios,Action;Adventure,32.8,53,0.86
13430,March of the Living,2016-04-20,Machine 22,Adventure;Indie;Strategy,28.46,72,0.81
13431,Nice Shot! The Gun Golfing Game,2018-11-09,PolyGryph Studios,Indie;Sports,16.06,75,0.57
13432,Dick Wilde 2,2019-02-19,Bolverk Games,Action,32.8,30,0.93
13433,Chocolate makes you happy,2017-11-22,Blender Games,Casual;Indie,6.51,166,0.71
13436,Battlerite Royale,2019-02-19,Stunlock Studios,Action;Free to Play;Massively Multiplayer,0.0,8003,0.74
13438,Unhack 2,2017-01-12,InvertMouse,Indie,13.58,61,0.96
13439,Bullets And More VR - BAM VR,2018-04-02,Koenigz,Action;Indie,21.64,491,0.87
13440,Reignfall,2018-12-10,Checkmaty,Action;Indie;Strategy,12.34,56,0.41
13441,Brink of Consciousness: The Lonely Hearts Murders,2014-11-24,MagicIndie,Casual,21.64,357,0.89
13443,Unreal 2: The Awakening,2008-03-17,"Epic Games, Inc.",Action,29.7,1680,0.9
13444,12 Labours of Hercules II: The Cretan Bull,2015-06-05,Jetdogs Studios;Zoom Out Games,Casual;Strategy,10.48,764,0.75
13445,The Moon Sliver,2014-10-28,David Szymanski,Adventure,7.38,46,0.56
13446,The Goatman,2018-09-03,MC Games,Gore;Action;Adventure;Simulation;Strategy,12.34,70,0.71
13447,Police Quest: SWAT 2,2017-04-18,Yosemite Entertainment,Simulation;Strategy,24.74,83,0.9
13448,Xenoraid: The First Space War,2016-09-30,10tons Ltd,Action;Indie,22.88,10,0.7
13451,[the Sequence],2016-03-30,[OneManBand],Indie,12.34,79,0.89
13452,Ultimate Booster Experience,2016-07-14,GexagonVR,Action;Adventure;Casual;Simulation,16.06,23,0.86
13458,Tiny Tales: Heart of the Forest,2017-07-20,Brave Giant LTD,Adventure;Casual,22.88,80,0.66
13459,Clad in Iron: Philippines 1898,2017-11-14,Totem Games,Simulation;Strategy,35.28,354,0.88
13461,Precursors,2017-02-03,Deep Shadows,Action;RPG,28.46,224,0.57
13464,Vessel,2012-03-01,Strange Loop Games,Action;Indie;Strategy,20.4,14,1.0
13465,Machina of the Planet Tree -Planet Ruler-,2015-07-28,Denneko Yuugi,Indie;RPG,27.22,428,0.86
13468,Rainbow Reactor,2019-01-14,Muikkumedia Oy;Tunermaxx,Casual;Indie;Early Access,28.46,208,0.85
13470,Syder Arcade,2013-10-24,Studio Evil,Action;Indie,22.88,300,0.79
13471,House of 1000 Doors: Evil Inside,2019-03-11,Five BN,Adventure;Casual;Indie,16.06,151,0.86
13473,Mr Husky,2019-01-10,Heero,Action;Adventure;Casual;Indie;Simulation;Early Access,6.51,59,0.88
13474,Clandestine,2015-11-05,Logic Artists,Action;Indie,35.03,76,0.8
13475,Super Win the Game,2014-10-01,Minor Key Games,Action;Indie,21.64,106,0.95
13476,Hostil,2017-12-01,Eteru Studio,Adventure;Casual;Indie,7.75,37,0.94
13477,"Precipice of Darkness, Episode Two",2008-11-07,Hothead Games,Adventure;RPG,0.0,22,1.0
13479,Cannon Fodder 3,2012-08-06,Burut CT,Action,29.7,726,0.69
13481,MouseCraft,2014-07-08,Crunching Koalas,Action;Adventure;Casual;Indie;Strategy,21.7,213,0.85
13484,Airport Madness: Time Machine,2015-09-18,Big Fat Simulations Inc.,Adventure,16.06,317,0.91
13485,Ballpoint Universe - Infinite,2013-12-17,Arachnid Games,Action;Indie,9.24,29,0.93
13497,The Spiral Scouts,2018-07-12,Cantaloupe Kids,Adventure;Indie,21.64,144,0.84
13498,Darwinia,2005-07-14,Introversion Software,Indie;Strategy,21.64,22,0.63
13500,Zoo Empire,2015-09-03,Enlight Software Limited,Casual;Simulation;Strategy,19.78,75,0.86
13501,Neverout,2017-05-18,Setapp Sp. z o.o.,Casual;Indie;Simulation,10.23,36,0.86
13502,Open Sorcery,2017-02-22,Abigail Corfman,Adventure;Indie;RPG,14.2,29,1.0
13503,The Chronicles of Nyanya,2018-02-16,hamstercube,Adventure;Indie;RPG,32.8,18,1.0
13504,My 1/6 Lover,2018-12-12,lamb of game,Adventure;Indie;RPG,5.27,10422,0.57
13505,Beware of Trains,2019-01-22,SIMAGINATION,Violent;Action;Casual;Indie;Strategy,23.5,93,0.94
13506,Light Bearers,2018-10-23,"FAT BOMB STUDIOS, LLC",Action;Casual;Free to Play;Indie,0.0,69,0.81
13507,Hotel Giant 2,2010-01-27,"Enlight Software Limited, PerspectX",Simulation,21.64,152,0.82
13509,Kohan: Ahriman's Gift,2011-08-24,TimeGate Studios,Strategy,0.0,171,0.94
13511,Dust and Salt,2018-01-25,Prime Games,Adventure;Casual;Indie;RPG,18.54,53,0.47
13512,The Reject Demon: Toko Chapter 0  Prelude,2015-05-08,Lupiesoft,Casual;Indie,16.06,501,0.73
13514,RHEM II SE: The Cave,2018-10-03,Knut Mueller,Adventure,21.64,482,0.83
13517,Day D: Tower Rush,2016-07-07,Creobit,Casual;Indie;Strategy,12.34,80,0.9
13519,The Charming Empire,2017-04-18,OperaHouse Corporation,Adventure,45.2,52,0.71
13522,MiniLAW: Ministry of Law,2016-08-25,"Lasso Games, LLC",Action;Early Access,28.46,29,0.93
13523,Sep-99,2018-10-10,98DEMAKE,Indie,0.0,182,0.73
13525,Nimbus,2010-10-25,Noumenon Games,Indie;Racing,21.64,384,0.85
13526,Pilot Brothers 2,2014-12-31,1C Wireless,Adventure;Casual,16.06,77,0.83
13527,Brawlout,2018-08-20,Angry Mob Games,Action;Casual;Indie,35.03,26,0.92
13531,aMAZE ZER0,2017-07-28,Blender Games,Casual;Indie,6.51,87,0.98
13532,Weird Hero,2016-11-18,Snail-Ninja Studio,Action;Indie,11.1,82,0.92
13535,Creatures Such as We,2017-05-12,Choice of Games,Adventure;Indie;RPG,12.34,244,0.97
13536,Weable,2017-08-22,SPECTRUM GAMES,Action;Casual;Indie,2.6,10,0.9
13537,SolarGun,2017-07-28,Mechanical Boss,Casual;Indie,3.6,58,0.68
13538,Beatbuddy: Tale of the Guardians,2013-08-06,Threaks,Action;Adventure;Casual;Indie,21.64,727,0.74
13540,"Gabriel Knight® 3: Blood of the Sacred, Blood of the Damned",2016-08-29,Sierra On-Line,Adventure,24.74,19,0.84
13546,English Country Tune,2012-08-09,increpare games,Indie;Casual,12.34,22,0.5
13547,Monument,2015-06-05,D-Games,Action;Indie,5.27,593,0.81
13548,Tetrobot and Co.,2013-10-22,Swing Swing Submarine,Casual;Indie,22.88,454,0.66
13553,Dark Angels: Masquerade of Shadows,2017-02-02,Skywind Games,Adventure;Casual,14.2,25,0.72
13554,Romance of Rome,2010-02-20,Awem Studio,Casual,22.88,738,0.84
13557,Tavern Tycoon - Dragon's Hangover,2019-03-11,Terapoly,Indie;Simulation;Strategy,25.98,75,0.74
13558,The Misadventures of P.B. Winterbottom,2010-04-20,The Odd Gentlemen,Adventure;Indie,15.44,68,0.85
13560,Sakura Spirit,2014-07-09,Winged Cloud,Sexual Content;Nudity;Indie,22.88,152,0.78
13562,Marble Age,2015-03-04,Clarus Victoria,Indie;Simulation;Strategy,18.54,15,0.93
13564,2236 A.D.,2018-05-11,Chloro,Sexual Content;Nudity;Casual;Indie,28.46,327,0.59
13567,Cloudbuilt,2014-03-20,Coilworks,Action;Indie,35.03,679,0.96
13571,Super Star Path,2015-06-22,DYA Games,Action;Adventure;Indie,12.34,112,0.75
13572,LoveKami -Healing Harem-,2018-11-14,MoeNovel,Adventure;Casual;Simulation,25.98,304,0.85
13573,Captain Sabertooth and the Magic Diamond,2020-11-20,Ravn Studio,"Platform,",47.06,51,0.54
13574,SOL DIVIDE -SWORD OF DARKNESS-,2020-07-20,Psikyo,"Arcade,Shooter,",21.64,49,0.83
13576,Hegemony Rome: The Rise of Caesar,2014-05-15,Longbow Games,Indie;RPG;Simulation;Strategy,28.46,713,0.77
13577,Haimrik,2018-06-19,Below the Game,Action;Adventure;Indie,21.64,12,0.91
13579,Pixel Puzzles 2: Anime,2015-03-27,DL Softworks,Action;Casual;Indie;Simulation;Strategy,12.34,2812,0.96
13580,Banyu Lintar Angin - Little Storm -,2018-01-11,Mojiken Studio,Casual;Free to Play;Indie,0.0,61,0.63
13582,Godstrike,2021-04-15,OverPowered Team,"Shooter,",28.46,68,0.76
13587,Super Mutant Alien Assault,2016-07-11,Cybernate,Action;Indie,21.64,292,0.9
13589,Door,2018-06-28,SVGames,Adventure;Indie;Simulation,16.06,12,1.0
13590,VR SHOOT AROUND - Realistic basketball simulator -,2017-07-12,BoninblueDesignLab,Action;Casual;Indie;Simulation;Sports,16.06,169,0.89
13591,Bomb The Monsters!,2015-11-06,Finalboss game studio,Action;Adventure;Casual;Strategy,2.6,52,0.84
13594,Blackguards 2,2015-01-20,Daedalic Entertainment,Adventure;Indie;RPG;Strategy,18.54,143,0.91
13596,Warcube,2017-01-27,craigz,Action;Adventure;Indie;RPG;Early Access,21.64,50,0.88
13597,The Dungeon of Lulu Farea,2019-01-07,Galaxy Wars,Indie;RPG,25.98,660,0.93
13601,House of Hell (Standalone),2016-01-19,Tin Man Games,Adventure;Indie;RPG,16.06,49,0.85
13602,Rosette and Words,2018-04-16,SmallBigSquare,Casual;Indie,7.75,448,0.88
13604,XenoRaptor,2014-06-16,Peter Cleary,Action;Indie;Early Access,21.64,74,0.91
13607,Super Hydorah,2017-09-20,Locomalito;Gryzor87;Abylight,Action;Indie,32.8,12,0.91
13608,Titans of Space PLUS,2016-05-23,DrashVR LLC,Adventure;Casual;Simulation;Early Access,21.64,157,0.77
13610,Zombie Kill of the Week - Reborn,2015-03-13,Still Running,Action;Indie,19.78,46,1.0
13611,Shores Unknown,Early access,Vallynne,"Tactical RPG,",32.8,41,0.82
13613,Tower Wars,2012-08-14,SuperVillain Studios,Action;Indie;Strategy,21.64,87,0.88
13615,Splody,2017-03-21,Dashing Strike,Action;Casual;Indie,16.06,547,0.9
13616,Zombo Buster Rising,2016-10-02,FIREBEAST,Action;Indie,5.27,68,0.97
13618,THE DEVIL HAUNTS ME,2019-01-06,games by lum,Adventure,0.0,19,0.89
13619,Astro Duel,2016-02-22,Rusty Moyher,Action;Indie,29.76,655,0.86
13620,Space Bob vs. The Replicons,2018-09-28,Intravenous Software,Action;Adventure;Casual;Indie;RPG,28.46,531,0.43
13622,Headlander,2016-07-25,Double Fine Productions,Action,35.03,111,0.93
13623,Crystal Caves,2014-05-05,3D Realms (Apogee Software),Action,16.06,44,0.93
13625,XBlaze Lost: Memories,2016-08-10,Arc System Works,Adventure,35.03,30,0.96
13626,aMAZE 2,2017-04-21,Blender Games,Casual;Indie,6.51,18,0.88
13627,Masters of the World - Geopolitical Simulator 3,2014-02-05,Eversim,Simulation,47.68,128,0.92
13629,12 Labours of Hercules VII: Fleecing the Fleece (Platinum Edition),2018-01-12,Jetdogs Studios;Zoom Out Games,Casual;Indie;Strategy,10.48,101,0.82
13630,Elevator Action -Returns- S-Tribute,2022-11-30,Taito,"Arcade,Action,",76.45,412,0.71
13632,Choice of the Cat,2017-09-28,Choice of Games,Adventure;Indie;RPG,16.06,13,0.92
13634,Square Heroes,2015-04-09,Gnomic Studios,Action;Indie,25.98,70,0.75
13636,POLYWAR,2016-12-30,exagongames,Action;Indie;Massively Multiplayer,2.6,81,0.96
13639,Constructor Classic 1997,2017-04-28,System 3,Violent;Simulation,16.06,142,0.91
13642,Inherit the Earth: Quest for the Orb,2014-11-26,The Dreamers Guild,Adventure;Casual,18.54,380,0.8
13645,Interstellar Marines,2013-07-02,Zero Point Software,Action;Indie;RPG;Simulation;Early Access,21.64,15,0.66
13646,Snood,2018-12-25,"Snood, LLC",Casual;Free to Play;Indie,0.0,41,0.8
13647,Realms of the Haunting,2014-04-24,Gremlin Interactive,Action,7.75,34,0.88
13649,DarkMaus,2016-01-26,Daniel Wright,Action;Indie;RPG,22.88,63,0.8
13651,Desert Golfing,2017-12-18,Captain Games,Indie;Sports,5.27,19,0.84
13652,Tequila Zombies 3,2017-03-29,IriySoft,Violent;Action;Indie,7.75,15,0.8
13655,Rivais Em Batalha,2017-03-29,Art Games,Action;Indie,12.34,65,0.6
13656,Freddi Fish and Luther's Maze Madness,2014-04-17,Humongous Entertainment,Adventure;Casual,16.06,105,0.73
13659,Gridworld,2015-12-24,DopplerFrog,Indie;Simulation,3.6,96,0.97
13660,Adventures of Shuggy,2012-06-13,Smudged Cat Games Ltd,Indie,12.34,202,0.85
13663,The Last Crown: Midnight Horror,2015-10-29,Darkling Room,Adventure;Indie,12.34,60,0.55
13664,Pixel Painter,2017-06-19,Dio Alias Games,Casual;Indie,2.6,114,0.85
13666,ATOMINE,2017-05-04,Broken Arms Games Pty Ltd,Action;Indie,22.88,58,0.7
13669,Timber Tennis: Versus,2018-11-08,Digital Melody,Casual;Indie;Sports,5.27,150,0.84
13670,LUXOR: Mah Jong,2009-07-13,MumboJumbo,Casual,22.88,129,0.79
13672,Not Without My Poop,2018-02-02,David Mulder,Casual;Indie,2.6,102,0.46
13675,Livelock,2016-08-30,Tuque Games,Action;Adventure;Indie,21.64,190,0.83
13677,Eets Munchies,2014-03-11,Klei Entertainment,Casual;Indie;Simulation;Strategy,16.06,267,0.88
13678,Muffin Knight,2014-05-01,Angry Mob Games,Action;Adventure;Casual;Indie,12.34,19,0.63
13682,Cold Call,2020-11-13,Treyarch,"Shooter,",2.6,71,0.98
13683,Tethered,2017-02-27,Secret Sorcery Limited,Indie;Strategy,32.18,59,0.88
13686,Ganbare! Super Strikers,2018-07-26,rese,RPG;Sports;Strategy,21.64,1525,0.8
13687,Final Battle,2018-04-20,Cherry Bloom,Sexual Content;Nudity;Adventure;Casual;Indie;RPG;Strategy,16.06,12,0.83
13692,Pantsu Hunter: Back to the 90s,2019-01-17,Ascension Dream,Adventure;Casual;Indie,20.4,394,0.77
13693,Dungeon No Dungeon,1999-12-08,Chunsoft,"JRPG,Roguelike,",16.06,165,0.81
13699,CAYNE,2017-01-24,THE BROTHERHOOD,Violent;Gore;Adventure;Casual;Free to Play;Indie,0.0,15,0.8
13702,Of Guards And Thieves,2014-07-16,Subvert Games,Action;Casual;Free to Play;Indie;Massively Multiplayer;Early Access,0.0,302,0.81
13705,!AnyWay!,2018-06-06,GQG DEVELOPER;SGS,Adventure;Indie,5.27,185,0.87
13708,Radical Dungeon Sweeper,2018-02-12,Benjamin Soulé;Mathieu Leyssenne;Yoann Laulan,Casual;Indie;RPG;Strategy,25.98,125,0.96
13709,Moto Racer Collection,2014-10-02,Microids,Racing;Sports,22.88,106,0.99
13710,Flying Pengy,2016-10-26,Bogemic Games,Casual;Indie,2.6,53,0.96
13711,NSFW ~ Not a Simulator For Working,2016-10-28,GameChanger Studio,Sexual Content;Nudity;Casual;Indie;Simulation,10.48,31,0.93
13714,No More Room in Hell,2013-10-31,No More Room in Hell Team,Action;Free to Play;Indie,0.0,304,0.83
13715,ISLANDS: Non-Places,2016-11-17,Carl Burton,Casual;Indie,16.06,18,1.0
13717,Samurai of Hyuga Book 3,2017-12-01,Hosted Games,Adventure;Indie;RPG,13.58,10,0.8
13718,10 Second Ninja X,2016-07-19,Four Circle Interactive,Action;Indie,22.88,105,0.78
13722,Giana Sisters: Twisted Dreams - Rise of the Owlverlord,2013-09-26,Black Forest Games,Action;Indie,16.06,568,0.75
13724,Grimoire Chronicles,2017-04-20,Warfare Studios,Adventure;Casual;Indie;RPG;Strategy,14.2,32257,0.87
13731,Ultrawings,2017-07-20,"Bit Planet Games, LLC",Adventure;Simulation,28.46,27,0.92
13734,"Sorry, James",2017-11-10,Konstructors Entertainment,Casual;Indie,5.52,72,0.9
13735,A Foretold Affair,2017-03-10,GB Patch Games,Casual;Indie,25.42,64,0.92
13738,Yag,2019-02-04,Bonjourcoco,Indie;RPG;Early Access,30.32,57,0.85
13739,Northmark: Hour of the Wolf,2014-08-02,Rake in Grass,Adventure;Indie;RPG,22.88,357,0.91
13740,Murasaki Tsurugi,2018-12-18,Katatema,Action;Indie,12.34,88,0.9
13741,Post Human W.A.R,2017-12-14,Studio Chahut,Indie;Strategy,29.7,87,0.85
13742,Skautfold: Into the Fray,2018-12-05,Steve Gal,Action;Indie;RPG,12.34,62,0.96
13747,Lines Infinite,2017-11-24,Konstructors Entertainment,Casual;Indie;Strategy,2.6,28,0.82
13749,Cowbots and Aliens,2016-11-07,Wizard Games Inc,Action;Adventure;Casual;Indie;Early Access,24.74,261,0.84
13750,Duke of Alpha Centauri,2016-12-28,Just1337 Studio,Action;Casual;Indie,51.21,196,0.81
13751,Comrades and Barons: Solitaire of Bloody 1919,2018-02-08,Maris Ozols,Casual;Indie;Strategy,21.64,61,0.95
13753,12 Labours of Hercules VI: Race for Olympus (Platinum Edition),2016-12-21,Jetdogs Studios;Zoom Out Games,Casual;Indie;Strategy,10.48,18,1.0
13757,Gnomoria,2016-02-23,Robotronic Games,Indie;Simulation;Strategy,28.46,88,0.85
13758,Zero Punctuation: Hatfall - Hatters Gonna Hat Edition,2015-11-20,Ben 'Yahtzee' Croshaw;Collected Worlds,Action,16.06,282,0.48
13760,Soccer Player Simulator,2019-03-27,Kiddy,Indie;Simulation;Sports,2.6,141,0.8
13761,Aura of Worlds,2018-04-24,Cognitive Forge,Action;Adventure;Indie;Early Access,25.98,21,0.85
13762,Stream Games,2018-07-06,Brogames;IceMakerZero,Casual;Indie,12.34,478,0.77
13763,Cows VS Vikings,2018-12-06,Redox Entertainment Inc,Adventure;Casual;Indie;Strategy;Early Access,20.4,12,0.91
13764,MegaRace 2,2017-11-10,Cryo Interactive;Jordan Freeman Group,Action;Racing,7.75,69,0.88
13766,The Order of the Thorne - The King's Challenge,2016-01-26,Infamous Quests,Adventure;Indie,22.88,11,0.72
13769,Moorhuhn: Tiger and Chicken,2014-09-24,Deck 13,Action;Indie;RPG,15.5,191,0.84
13770,Frisky Business,2017-03-24,K Bros Games,Sexual Content;Simulation,16.06,12,0.91
13775,Fibrillation HD,2017-04-11,Egor Rezenov,Adventure;Indie,12.34,15,1.0
13776,Crookz - The Big Heist,2015-08-25,Skilltree Studios,Simulation;Strategy,34.04,30,0.9
13778,RUSH,2010-12-03,Two Tribes,Casual;Indie;Strategy,2.6,1002,0.69
13783,Demetrios - The BIG Cynical Adventure,2016-05-31,COWCAT,Adventure;Casual;Indie,22.88,39,0.89
13785,Chicken Assassin: Reloaded,2016-06-27,OneShark,Action;Casual;Indie;RPG,12.34,50,0.98
13786,YUMENIKKI -DREAM DIARY-,2018-02-22,KADOKAWA CORPORATION;Active Gaming Media Inc.,Action;Adventure;Indie,32.8,462,0.87
